,prediction
3300025925_21,aerobe
3300020374_8,aerobe
3300006259_21,anaerobe
3300007975_4,anaerobe
3300014019_2,anaerobe
3300028644_35,anaerobe
3300008408_5,facultative
3300006226_100,anaerobe
3300029904_21,anaerobe
3300014902_2,aerobe
3300020192_19,aerobe
3300027885_24,anaerobe
3300027152_10,aerobe
3300010428_34,anaerobe
3300028167_7,anaerobe
3300017957_33,facultative
3300020578_19,aerobe
3300025408_27,anaerobe
3300017423_5,aerobe
3300027328_12,aerobe
3300000839_23,anaerobe
3300020177_44,anaerobe
3300027848_63,aerobe
3300022753_147,anaerobe
3300020416_7,aerobe
3300010286_22,anaerobe
3300029631_1,aerobe
3300021561_33,anaerobe
3300013131_73,aerobe
3300029245_26,anaerobe
3300007105_13,anaerobe
3300007996_45,anaerobe
3300027597_9,aerobe
3300025748_19,anaerobe
3300005067_23,anaerobe
3300025677_17,anaerobe
3300008155_8,facultative
3300007669_11,anaerobe
3300024326_6,aerobe
3300020389_33,anaerobe
3300021376_16,aerobe
3300010271_28,anaerobe
3300021318_17,anaerobe
3300007208_30,anaerobe
3300029435_39,anaerobe
3300020726_6,anaerobe
3300029892_4,anaerobe
3300008537_6,anaerobe
3300029736_23,anaerobe
3300014794_8,anaerobe
3300029329_23,anaerobe
3300024277_9,anaerobe
3300025691_14,anaerobe
3300022177_11,anaerobe
3300029887_9,anaerobe
3300029336_35,anaerobe
3300027863_188,anaerobe
3300025103_8,aerobe
3300021319_23,anaerobe
3300025724_58,anaerobe
3300029360_33,anaerobe
3300018475_168,anaerobe
3300021389_20,aerobe
3300024280_8,anaerobe
3300014565_11,anaerobe
3300020706_2,anaerobe
3300014755_16,anaerobe
3300013839_1,aerobe
3300010273_27,anaerobe
3300025660_9,aerobe
3300025470_9,anaerobe
3300007722_50,anaerobe
3300026622_1,facultative
3300025642_34,anaerobe
3300029872_18,anaerobe
3300002170_33,anaerobe
3300014700_6,aerobe
3300020400_9,aerobe
3300020687_6,anaerobe
3300006298_14,anaerobe
3300012841_11,facultative
3300013132_147,anaerobe
3300013131_34,aerobe
3300022753_98,anaerobe
3300029032_12,anaerobe
3300029587_20,anaerobe
3300027126_3,aerobe
3300029716_30,anaerobe
3300023177_45,anaerobe
3300029524_30,anaerobe
3300029717_11,anaerobe
3300017494_18,aerobe
3300008745_15,facultative
3300025921_25,aerobe
3300002174_46,anaerobe
3300022902_28,anaerobe
3300027406_5,aerobe
3300027806_21,aerobe
3300015198_17,aerobe
3300013093_34,facultative
3300029612_23,anaerobe
3300007100_5,aerobe
3300013128_46,anaerobe
3300026516_56,aerobe
3300008363_19,anaerobe
3300027515_45,anaerobe
3300020389_31,aerobe
3300006879_29,anaerobe
3300011216_6,anaerobe
3300012088_7,anaerobe
3300009083_135,aerobe
3300029589_38,anaerobe
3300025680_31,anaerobe
3300029840_28,anaerobe
3300011553_1,aerobe
3300027494_9,aerobe
3300025228_4,facultative
3300025061_10,aerobe
3300029665_13,anaerobe
3300027865_13,anaerobe
3300027534_5,aerobe
3300007299_6,anaerobe
3300029934_16,anaerobe
3300008138_6,facultative
3300012193_3,aerobe
3300011769_4,aerobe
3300020074_87,anaerobe
3300029246_8,anaerobe
3300025894_32,aerobe
3300029036_8,anaerobe
3300006045_57,anaerobe
3300024221_10,aerobe
3300027612_6,anaerobe
3300013093_20,aerobe
3300029104_6,anaerobe
3300029328_6,anaerobe
3300028570_74,anaerobe
3300014037_16,anaerobe
3300029497_6,anaerobe
3300008556_12,anaerobe
3300013105_67,anaerobe
3300028603_72,anaerobe
3300008747_4,anaerobe
3300014553_4,anaerobe
3300010280_38,anaerobe
3300014203_35,anaerobe
3300012988_7,aerobe
3300027835_101,anaerobe
3300012943_33,aerobe
3300027796_71,anaerobe
3300020079_24,anaerobe
3300000230_10,anaerobe
3300024260_26,anaerobe
3300007780_4,anaerobe
3300025783_3,aerobe
3300018430_100,anaerobe
3300029399_8,anaerobe
3300029819_11,anaerobe
3300019775_9,anaerobe
3300012983_40,anaerobe
3300007210_15,anaerobe
3300025871_43,anaerobe
3300008478_12,anaerobe
3300022847_11,aerobe
3300025722_12,anaerobe
3300029105_5,anaerobe
3300012110_8,anaerobe
3300029187_13,anaerobe
3300013126_38,anaerobe
3300026282_10,facultative
3300014492_10,aerobe
3300007096_7,anaerobe
3300002481_18,anaerobe
3300018021_27,anaerobe
3300029906_25,anaerobe
3300012808_7,aerobe
3300025241_1,aerobe
3300017658_20,aerobe
3300025629_23,anaerobe
3300024357_2,aerobe
3300008360_25,anaerobe
3300029518_20,anaerobe
3300014810_6,aerobe
3300000313_7,aerobe
3300007732_6,anaerobe
3300025934_12,aerobe
3300020178_21,anaerobe
3300014040_5,anaerobe
3300011186_10,anaerobe
3300010286_10,anaerobe
3300007501_23,facultative
3300014534_6,anaerobe
3300008351_1,facultative
3300027888_53,anaerobe
3300003177_7,anaerobe
3300029845_34,anaerobe
3300008346_3,anaerobe
3300009704_42,anaerobe
3300025714_31,anaerobe
3300025062_7,aerobe
3300014595_1,anaerobe
3300028571_14,aerobe
3300025547_24,anaerobe
3300014612_4,anaerobe
3300012829_3,aerobe
3300029542_11,anaerobe
3300027893_57,anaerobe
3300029692_15,anaerobe
3300029492_11,anaerobe
3300015370_49,anaerobe
3300010277_23,anaerobe
3300010318_7,anaerobe
3300012828_8,aerobe
3300025682_56,anaerobe
3300025377_9,aerobe
3300024062_7,aerobe
3300007921_15,anaerobe
3300007353_6,anaerobe
3300029337_19,anaerobe
3300007128_7,facultative
3300012889_64,anaerobe
3300025455_5,anaerobe
3300015360_65,aerobe
3300006498_37,anaerobe
3300007978_7,facultative
3300029715_35,anaerobe
3300025712_19,anaerobe
3300029253_22,anaerobe
3300027323_25,anaerobe
3300008628_12,anaerobe
3300011725_1,aerobe
3300020256_1,aerobe
3300025629_31,anaerobe
3300012859_4,aerobe
3300025981_13,aerobe
3300018019_13,anaerobe
3300013270_1,aerobe
3300028557_27,aerobe
3300027800_37,aerobe
3300010269_18,anaerobe
3300000212_8,anaerobe
3300000426_7,anaerobe
3300027683_7,anaerobe
3300008502_7,facultative
3300029221_15,aerobe
3300006245_5,anaerobe
3300008080_1,anaerobe
3300026512_18,anaerobe
3300023201_10,facultative
3300022401_6,anaerobe
3300029119_29,anaerobe
3300013744_5,anaerobe
3300028624_12,anaerobe
3300025539_2,anaerobe
3300025713_83,anaerobe
3300026534_12,aerobe
3300006502_8,anaerobe
3300009381_5,aerobe
3300025438_25,anaerobe
3300028162_17,anaerobe
3300012193_2,aerobe
3300025705_60,anaerobe
3300017788_73,facultative
3300021400_82,anaerobe
3300020307_5,aerobe
3300028999_4,anaerobe
3300017388_2,aerobe
3300014065_2,facultative
3300010262_17,anaerobe
3300025941_31,aerobe
3300007123_26,anaerobe
3300025712_24,anaerobe
3300009704_56,anaerobe
3300000150_15,anaerobe
3300027758_12,facultative
3300000367_14,aerobe
3300025293_6,aerobe
3300014824_16,anaerobe
3300027979_9,anaerobe
3300021378_25,aerobe
3300029230_16,anaerobe
3300029593_12,anaerobe
3300029861_9,anaerobe
3300012005_19,anaerobe
3300024950_3,aerobe
3300025245_6,aerobe
3300011474_1,facultative
3300029791_19,anaerobe
3300027980_45,aerobe
3300029830_20,anaerobe
3300027902_60,anaerobe
3300029340_22,anaerobe
3300029752_7,anaerobe
3300025349_1,aerobe
3300013715_4,anaerobe
3300000970_19,aerobe
3300002035_4,aerobe
3300011641_7,anaerobe
3300020428_32,facultative
3300006195_19,anaerobe
3300007296_16,anaerobe
3300020469_25,aerobe
3300026971_1,aerobe
3300028635_14,aerobe
3300029436_25,anaerobe
3300020220_21,aerobe
3300029379_14,anaerobe
3300027350_3,aerobe
3300025246_5,aerobe
3300029516_11,anaerobe
3300029124_19,anaerobe
3300025405_3,aerobe
3300027897_49,anaerobe
3300008148_22,anaerobe
3300026519_26,anaerobe
3300025617_28,aerobe
3300007208_15,anaerobe
3300027760_40,aerobe
3300006747_11,anaerobe
3300027828_36,anaerobe
3300029472_17,anaerobe
3300011663_1,aerobe
3300007968_4,anaerobe
3300002927_7,aerobe
3300002167_25,anaerobe
3300029378_16,anaerobe
3300014807_13,anaerobe
3300027904_36,anaerobe
3300021142_12,anaerobe
3300008159_9,facultative
3300029622_31,anaerobe
3300020360_7,anaerobe
3300029842_11,anaerobe
3300029108_15,anaerobe
3300007196_11,facultative
3300029780_20,anaerobe
3300025420_3,anaerobe
3300027373_20,anaerobe
3300017687_2,anaerobe
3300014159_21,anaerobe
3300018415_29,aerobe
3300008278_2,anaerobe
3300025384_7,aerobe
3300021092_36,aerobe
3300025729_47,anaerobe
3300007139_3,aerobe
3300009704_19,facultative
3300020084_85,anaerobe
3300029605_10,anaerobe
3300022177_25,anaerobe
3300029303_15,anaerobe
3300021326_28,anaerobe
3300029478_20,anaerobe
3300013122_2,anaerobe
3300024516_32,anaerobe
3300017400_9,anaerobe
3300013491_2,aerobe
3300028975_2,facultative
3300011511_6,anaerobe
3300029092_9,anaerobe
3300014554_20,anaerobe
3300013185_2,aerobe
3300029858_29,anaerobe
3300020426_25,aerobe
3300025972_14,aerobe
3300029518_17,anaerobe
3300029584_10,anaerobe
3300014720_44,aerobe
3300027915_19,aerobe
3300029193_7,anaerobe
3300025686_45,anaerobe
3300011986_9,facultative
3300010270_38,anaerobe
3300000145_8,anaerobe
3300024301_30,anaerobe
3300029235_11,anaerobe
3300029490_33,anaerobe
3300028602_59,anaerobe
3300008347_9,anaerobe
3300029257_22,anaerobe
3300028569_14,aerobe
3300027835_87,anaerobe
3300028958_2,anaerobe
3300011511_3,aerobe
3300014155_13,anaerobe
3300025525_14,anaerobe
3300029190_8,anaerobe
3300006312_16,anaerobe
3300029707_23,anaerobe
3300027974_15,aerobe
3300008491_6,anaerobe
3300025641_15,facultative
3300026561_14,facultative
3300025187_3,anaerobe
3300028162_10,anaerobe
3300011940_2,aerobe
3300006247_29,anaerobe
3300029742_18,anaerobe
3300011736_2,anaerobe
3300014797_4,anaerobe
3300020354_8,anaerobe
3300011878_1,aerobe
3300020364_7,anaerobe
3300029509_12,anaerobe
3300025422_9,aerobe
3300025536_20,anaerobe
3300014026_28,anaerobe
3300029387_16,anaerobe
3300018024_22,anaerobe
3300006333_4,facultative
3300029733_11,anaerobe
3300027965_19,aerobe
3300027515_40,aerobe
3300008126_34,anaerobe
3300027763_4,aerobe
3300007876_2,anaerobe
3300007127_5,facultative
3300007320_5,anaerobe
3300025254_3,aerobe
3300029472_19,anaerobe
3300027351_7,anaerobe
3300029337_17,anaerobe
3300026549_94,anaerobe
3300008521_2,anaerobe
3300008630_8,facultative
3300029703_22,anaerobe
3300025253_6,aerobe
3300025623_20,anaerobe
3300029618_17,anaerobe
3300025581_8,facultative
3300020389_30,facultative
3300025479_6,aerobe
3300013987_2,anaerobe
3300029072_3,anaerobe
3300013352_2,aerobe
3300005274_2,anaerobe
3300010261_2,anaerobe
3300027656_2,aerobe
3300014528_8,anaerobe
3300008147_10,anaerobe
3300027580_21,anaerobe
3300010261_19,anaerobe
3300012248_2,aerobe
3300029336_19,anaerobe
3300027838_72,anaerobe
3300027607_44,aerobe
3300024048_8,anaerobe
3300009702_156,anaerobe
3300029128_8,anaerobe
3300013132_123,anaerobe
3300013004_22,aerobe
3300006502_21,anaerobe
3300027815_47,aerobe
3300026267_9,anaerobe
3300029848_21,anaerobe
3300029128_14,anaerobe
3300028570_30,anaerobe
3300022660_88,anaerobe
3300022854_5,facultative
3300029356_20,anaerobe
3300025656_30,anaerobe
3300027555_6,anaerobe
3300027720_3,aerobe
3300014687_1,aerobe
3300025714_21,anaerobe
3300000234_34,anaerobe
3300017513_4,anaerobe
3300026112_3,aerobe
3300029714_38,anaerobe
3300012529_6,aerobe
3300007138_7,anaerobe
3300028952_2,facultative
3300025671_89,aerobe
3300020476_19,aerobe
3300000227_43,anaerobe
3300029771_18,anaerobe
3300027863_34,aerobe
3300012109_3,aerobe
3300029120_13,anaerobe
3300027971_24,anaerobe
3300007732_27,anaerobe
3300000352_8,aerobe
3300021093_71,anaerobe
3300027823_24,anaerobe
3300025571_23,aerobe
3300028624_13,anaerobe
3300006318_5,aerobe
3300025488_2,aerobe
3300025294_16,aerobe
3300020702_2,anaerobe
3300025621_9,aerobe
3300027864_40,anaerobe
3300027291_8,aerobe
3300008275_16,facultative
3300008486_19,anaerobe
3300001547_5,anaerobe
3300010271_19,anaerobe
3300020201_48,anaerobe
3300000136_20,anaerobe
3300014538_9,anaerobe
3300028418_11,anaerobe
3300026948_1,aerobe
3300014167_10,aerobe
3300018475_140,anaerobe
3300027649_15,aerobe
3300005838_13,facultative
3300029295_10,anaerobe
3300025280_8,aerobe
2029527001_1,anaerobe
3300029237_7,anaerobe
3300010055_6,aerobe
3300029573_29,anaerobe
3300025396_3,aerobe
3300008347_8,facultative
3300007194_5,anaerobe
3300022753_89,anaerobe
3300029721_5,anaerobe
3300006912_6,anaerobe
3300013238_3,anaerobe
3300008134_15,anaerobe
3300010270_43,anaerobe
3300007925_5,facultative
3300021387_61,anaerobe
3300022181_35,facultative
3300025618_46,anaerobe
3300009083_122,aerobe
3300029207_7,anaerobe
3300014752_4,anaerobe
3300013126_97,anaerobe
3300027506_11,aerobe
3300029559_35,anaerobe
3300026255_12,aerobe
3300018475_121,anaerobe
3300011999_4,aerobe
3300027911_45,anaerobe
3300027351_2,aerobe
3300020195_31,aerobe
3300025246_4,aerobe
3300025295_17,aerobe
3300025859_19,anaerobe
3300029091_4,facultative
3300014943_6,anaerobe
3300014563_12,anaerobe
3300020180_53,anaerobe
3300025478_14,anaerobe
3300008279_6,anaerobe
3300012796_1,aerobe
3300027323_5,aerobe
3300014799_20,anaerobe
3300008581_5,anaerobe
3300020338_14,anaerobe
3300028581_74,anaerobe
3300013132_232,anaerobe
3300014609_4,anaerobe
3300026258_21,anaerobe
3300012940_85,anaerobe
3300018035_10,anaerobe
3300008743_13,anaerobe
3300027373_15,anaerobe
3300029217_8,anaerobe
3300027958_14,anaerobe
3300027128_6,aerobe
3300026080_9,aerobe
3300025094_33,aerobe
3300028591_48,anaerobe
3300025838_21,aerobe
3300028576_74,anaerobe
3300011906_7,anaerobe
3300026087_5,aerobe
3300027825_11,aerobe
3300010271_7,aerobe
3300029201_15,anaerobe
3300029112_23,anaerobe
3300020196_29,anaerobe
3300026302_5,aerobe
3300007352_36,anaerobe
3300029497_8,anaerobe
3300014705_3,aerobe
3300012042_9,aerobe
3300029766_5,anaerobe
3300027391_6,aerobe
3300027467_1,aerobe
3300006743_9,facultative
3300020203_21,aerobe
3300029572_30,anaerobe
3300010396_62,anaerobe
3300011870_3,facultative
3300003311_3,aerobe
3300011512_2,aerobe
3300025410_3,anaerobe
3300011624_3,aerobe
3300026265_6,aerobe
3300025870_33,anaerobe
3300025683_39,anaerobe
3300020601_40,anaerobe
3300025815_24,anaerobe
3300006321_24,anaerobe
3300020186_14,aerobe
3300025513_4,facultative
3300029185_9,anaerobe
3300017505_9,facultative
3300025286_13,aerobe
3300024054_34,aerobe
3300029616_19,anaerobe
3300020272_21,anaerobe
3300014680_5,anaerobe
3300027656_5,anaerobe
3300011848_3,aerobe
3300013128_33,anaerobe
3300029531_8,anaerobe
3300028580_5,aerobe
3300026840_8,aerobe
3300027815_85,anaerobe
3300000062_26,anaerobe
3300006871_20,anaerobe
3300029405_5,anaerobe
3300026210_14,aerobe
3300025859_12,anaerobe
3300010882_69,anaerobe
3300025894_30,aerobe
3300017986_43,aerobe
3300006457_8,facultative
3300029332_13,anaerobe
3300029253_27,anaerobe
3300011480_4,aerobe
3300014819_14,anaerobe
3300027244_9,aerobe
3300029776_13,anaerobe
3300020477_52,anaerobe
3300029479_15,anaerobe
3300008063_19,anaerobe
3300011782_1,aerobe
3300029481_14,anaerobe
3300025589_40,anaerobe
3300000318_6,anaerobe
3300008709_2,anaerobe
3300013136_127,anaerobe
3300029050_9,anaerobe
3300001095_19,anaerobe
3300010268_23,anaerobe
3300014707_3,aerobe
3300029575_21,anaerobe
3300007497_2,anaerobe
3300027305_3,aerobe
3300009773_28,anaerobe
3300011829_3,anaerobe
3300007791_18,facultative
3300011162_2,aerobe
3300012940_61,aerobe
3300025286_8,facultative
3300026250_13,anaerobe
3300020204_41,aerobe
3300029713_13,anaerobe
3300029543_19,anaerobe
3300006056_92,anaerobe
3300007976_10,anaerobe
3300018878_130,anaerobe
3300029517_17,anaerobe
3300007742_23,anaerobe
3300024959_5,aerobe
3300007135_8,anaerobe
3300029739_13,anaerobe
3300005966_2,aerobe
3300025585_7,anaerobe
3300008754_8,anaerobe
3300029240_11,anaerobe
3300029772_11,anaerobe
3300029846_29,anaerobe
3300025881_38,anaerobe
3300006488_3,aerobe
3300029815_23,anaerobe
3300009702_155,anaerobe
3300009764_11,anaerobe
3300011980_15,anaerobe
3300025447_7,anaerobe
3300027368_8,aerobe
3300025740_12,anaerobe
3300018414_8,aerobe
3300019458_36,anaerobe
3300011819_1,anaerobe
3300028559_20,aerobe
3300029523_27,anaerobe
3300011928_4,facultative
3300027852_35,anaerobe
3300017522_51,anaerobe
3300029502_19,anaerobe
3300029404_25,anaerobe
3300024261_30,anaerobe
3300000350_9,aerobe
3300011552_2,facultative
3300008153_12,facultative
3300029706_8,anaerobe
3300025547_18,anaerobe
3300008282_19,anaerobe
3300007125_20,anaerobe
3300027848_42,aerobe
3300026509_15,anaerobe
3300005278_6,anaerobe
3300009393_22,anaerobe
3300022661_100,anaerobe
3300025657_24,anaerobe
3300029859_26,anaerobe
3300025683_5,aerobe
3300028274_15,anaerobe
3300027706_16,aerobe
3300021515_3,aerobe
3300010269_19,aerobe
3300029712_28,anaerobe
3300020193_22,aerobe
3300025301_8,aerobe
3300011756_3,aerobe
3300024344_5,facultative
3300029718_19,anaerobe
3300011013_36,anaerobe
3300025719_14,aerobe
3300025876_42,aerobe
3300017473_5,aerobe
3300000174_8,anaerobe
3300029723_11,anaerobe
3300008143_8,anaerobe
3300006312_8,anaerobe
3300017986_50,anaerobe
3300026290_72,anaerobe
3300017452_11,anaerobe
3300029197_6,anaerobe
3300008333_4,anaerobe
3300026262_27,anaerobe
3300028591_29,anaerobe
3300029747_29,anaerobe
3300014804_20,anaerobe
3300029563_5,anaerobe
3300007299_7,anaerobe
3300027706_31,aerobe
3300027051_1,anaerobe
3300025207_2,aerobe
3300007745_1,anaerobe
3300010316_6,aerobe
3300025731_18,aerobe
3300029880_20,anaerobe
3300027607_31,aerobe
3300025525_17,anaerobe
3300017652_11,aerobe
3300017494_12,aerobe
3300021559_7,aerobe
3300029326_8,anaerobe
3300028489_8,aerobe
3300027784_58,anaerobe
3300024294_11,aerobe
3300026962_6,aerobe
3300011999_11,anaerobe
3300029425_11,anaerobe
3300013105_19,aerobe
3300021513_23,anaerobe
3300024433_6,anaerobe
3300012794_2,facultative
3300017963_34,aerobe
3300027536_24,anaerobe
3300029049_12,anaerobe
3300005858_44,anaerobe
3300025847_43,anaerobe
3300014566_5,anaerobe
3300000190_4,aerobe
3300028400_29,anaerobe
3300029030_2,anaerobe
3300018878_149,anaerobe
3300020139_40,anaerobe
3300013131_78,anaerobe
3300029684_8,anaerobe
3300029594_27,anaerobe
3300027819_93,anaerobe
3300010267_32,anaerobe
3300014779_12,anaerobe
3300027589_15,anaerobe
3300023039_2,anaerobe
3300029587_22,anaerobe
3300012271_16,anaerobe
3300029292_25,anaerobe
3300013122_4,anaerobe
3300027728_24,aerobe
3300007724_9,anaerobe
3300020398_14,aerobe
3300029664_12,anaerobe
3300008502_16,anaerobe
3300008100_4,anaerobe
3300010268_27,anaerobe
3300026509_19,anaerobe
3300010287_22,anaerobe
3300008415_9,anaerobe
3300012831_5,aerobe
3300018013_21,anaerobe
3300025899_4,aerobe
3300029513_12,anaerobe
3300029782_12,anaerobe
3300020429_6,aerobe
3300014939_2,anaerobe
3300018878_221,anaerobe
3300007097_2,anaerobe
3300027690_93,anaerobe
3300023227_4,aerobe
3300025515_8,aerobe
3300011013_29,anaerobe
3300025846_14,anaerobe
3300027015_1,aerobe
3300008154_7,anaerobe
3300007314_15,anaerobe
3300027536_5,anaerobe
3300027851_72,anaerobe
3300027883_27,aerobe
3300025608_6,aerobe
3300027838_22,aerobe
3300017444_65,anaerobe
3300018878_210,anaerobe
3300026287_11,facultative
3300029822_30,anaerobe
3300013136_111,anaerobe
3300000256_11,anaerobe
3300029820_36,anaerobe
3300025350_19,facultative
3300027386_19,aerobe
3300010260_8,anaerobe
3300014199_13,anaerobe
3300025709_19,aerobe
3300005662_40,aerobe
3300025296_7,aerobe
3300025859_15,anaerobe
3300017518_12,aerobe
3300029595_23,anaerobe
3300020214_33,anaerobe
3300010998_63,anaerobe
3300011535_3,facultative
3300001683_7,aerobe
3300008141_3,anaerobe
3300012110_4,anaerobe
3300010270_35,anaerobe
3300011348_1,anaerobe
3300014496_19,anaerobe
3300021131_7,anaerobe
3300025894_31,aerobe
3300009700_19,aerobe
3300020469_43,anaerobe
3300007791_36,anaerobe
3300009540_22,anaerobe
3300021306_22,anaerobe
3300008364_5,aerobe
3300020408_19,anaerobe
3300008139_16,anaerobe
3300025678_37,anaerobe
3300020403_14,anaerobe
3300013771_18,aerobe
3300011830_3,facultative
3300008725_13,anaerobe
3300029488_13,anaerobe
3300027870_82,anaerobe
3300029735_16,anaerobe
3300025852_12,anaerobe
3300025677_47,anaerobe
3300005805_66,anaerobe
3300010277_6,aerobe
3300025880_28,aerobe
3300025716_9,aerobe
3300025666_36,anaerobe
3300029761_7,anaerobe
3300012979_34,anaerobe
3300008668_3,anaerobe
3300010155_7,aerobe
3300011967_9,anaerobe
3300013133_53,anaerobe
3300029252_14,anaerobe
3300029437_12,anaerobe
3300007360_24,anaerobe
3300006254_10,anaerobe
3300011002_13,anaerobe
3300024961_20,anaerobe
3300029486_24,anaerobe
3300027976_91,aerobe
3300027863_384,anaerobe
3300026531_25,anaerobe
3300003902_3,anaerobe
3300012684_41,anaerobe
3300027336_16,anaerobe
3300011578_4,aerobe
3300027741_33,anaerobe
3300024911_3,aerobe
3300027793_69,facultative
3300028030_18,anaerobe
3300017532_29,anaerobe
3300017452_2,aerobe
3300025409_9,aerobe
3300017788_70,aerobe
3300009083_157,anaerobe
3300029197_18,anaerobe
3300026980_16,aerobe
3300021603_39,anaerobe
3300026290_43,anaerobe
3300029338_12,anaerobe
3300029343_36,anaerobe
3300000169_10,anaerobe
3300011735_1,aerobe
3300022135_5,aerobe
3300007705_12,anaerobe
3300013138_36,anaerobe
3300029790_23,anaerobe
3300002173_22,anaerobe
3300008722_12,anaerobe
3300009826_70,anaerobe
3300011981_16,anaerobe
3300014832_10,aerobe
3300029767_10,anaerobe
3300014941_3,anaerobe
3300025552_2,aerobe
3300027965_41,aerobe
3300029548_22,anaerobe
3300011165_6,anaerobe
3300014109_17,anaerobe
3300010882_63,anaerobe
3300007107_6,anaerobe
3300014930_4,anaerobe
3300011936_5,anaerobe
3300006296_9,anaerobe
3300025682_50,anaerobe
3300009770_49,anaerobe
3300014149_6,anaerobe
3300010280_23,anaerobe
3300012973_23,aerobe
3300025815_16,anaerobe
3300008739_4,anaerobe
3300029086_8,anaerobe
3300025861_65,anaerobe
3300002174_13,anaerobe
3300025798_1,aerobe
3300014528_6,anaerobe
3300027947_1,aerobe
3300010282_17,anaerobe
3300009084_70,anaerobe
3300024415_4,aerobe
3300015202_20,facultative
3300025856_10,anaerobe
3300013599_1,facultative
3300025657_16,aerobe
3300013131_112,anaerobe
3300011230_6,anaerobe
3300020355_10,aerobe
3300027951_20,aerobe
3300027690_21,anaerobe
3300025052_7,aerobe
3300008096_7,anaerobe
3300007771_3,aerobe
3300021467_12,anaerobe
3300028400_21,anaerobe
3300010403_20,aerobe
3300020373_22,anaerobe
3300020207_29,anaerobe
2061766007_97,anaerobe
3300021508_9,anaerobe
3300005673_5,facultative
3300009772_14,anaerobe
3300025890_28,aerobe
3300008556_23,anaerobe
3300011976_17,anaerobe
3300008742_14,facultative
3300029044_11,anaerobe
3300029571_13,anaerobe
3300029664_16,anaerobe
3300025597_37,anaerobe
3300029443_13,anaerobe
3300000930_9,aerobe
3300014815_27,anaerobe
3300025657_50,anaerobe
3300027742_37,anaerobe
3300002821_56,anaerobe
3300020328_6,anaerobe
3300014641_2,aerobe
3300017991_77,anaerobe
3300028965_7,anaerobe
3300011892_2,facultative
3300025689_38,anaerobe
3300014956_15,anaerobe
3300008622_21,anaerobe
3300009779_56,anaerobe
3300014203_28,anaerobe
3300011571_5,anaerobe
3300011141_1,aerobe
3300013382_7,anaerobe
3300027863_59,anaerobe
3300012018_8,aerobe
3300011990_22,anaerobe
3300029500_6,anaerobe
3300006322_7,facultative
3300029535_5,anaerobe
3300025205_3,aerobe
3300017658_13,aerobe
3300025705_28,aerobe
3300008728_8,anaerobe
3300013635_2,anaerobe
3300028173_14,anaerobe
3300007825_1,facultative
3300017958_69,anaerobe
3300029617_11,anaerobe
3300013131_19,aerobe
3300007650_16,anaerobe
3300027728_22,aerobe
3300008406_4,anaerobe
3300011216_2,facultative
3300029303_14,anaerobe
3300009779_40,anaerobe
3300000365_13,aerobe
3300012839_7,aerobe
3300029236_19,anaerobe
3300029782_13,anaerobe
3300011118_36,aerobe
3300026776_1,anaerobe
3300027625_6,aerobe
3300029780_21,anaerobe
3300009702_21,aerobe
3300013123_62,anaerobe
3300011895_2,aerobe
3300022900_45,facultative
3300026778_4,anaerobe
3300009772_27,anaerobe
3300013136_66,anaerobe
3300013004_73,anaerobe
3300029531_9,anaerobe
3300029573_25,anaerobe
3300025676_28,anaerobe
3300008547_24,anaerobe
3300025422_4,anaerobe
3300024058_12,anaerobe
3300015360_139,anaerobe
3300027902_86,anaerobe
3300020198_42,facultative
3300029336_12,anaerobe
3300014517_3,anaerobe
3300027532_17,aerobe
3300011988_18,anaerobe
3300005460_8,facultative
3300002168_34,anaerobe
3300011242_7,anaerobe
3300012813_9,aerobe
3300029736_15,anaerobe
3300018475_127,anaerobe
3300029858_16,anaerobe
3300009702_74,aerobe
3300013125_116,anaerobe
3300003317_4,aerobe
3300027276_25,anaerobe
3300027515_37,anaerobe
3300025452_11,anaerobe
3300025658_16,aerobe
3300025337_1,anaerobe
3300014697_3,facultative
3300010162_42,anaerobe
3300012848_10,aerobe
3300009083_106,aerobe
3300008491_3,anaerobe
3300027848_92,aerobe
3300004761_1,anaerobe
3300006226_63,facultative
3300020373_61,aerobe
3300011987_2,aerobe
3300029525_8,anaerobe
3300026969_5,aerobe
3300018032_6,aerobe
3300017473_19,anaerobe
3300027863_71,anaerobe
3300027128_8,aerobe
3300020174_34,anaerobe
3300009773_15,aerobe
3300008744_6,anaerobe
3300012269_4,aerobe
3300025969_2,anaerobe
3300007296_12,anaerobe
3300015206_8,aerobe
3300013687_2,anaerobe
3300029432_12,anaerobe
3300026977_8,aerobe
3300027154_8,anaerobe
3300025583_10,aerobe
3300020702_5,anaerobe
3300029872_27,anaerobe
3300006048_17,anaerobe
3300010271_27,anaerobe
3300029660_8,anaerobe
3300017788_86,anaerobe
3300027878_43,aerobe
3300029726_6,anaerobe
3300029187_7,facultative
3300013138_86,anaerobe
3300008521_27,anaerobe
3300029762_19,anaerobe
3300029749_33,anaerobe
3300007124_27,anaerobe
3300025264_2,aerobe
3300027983_76,anaerobe
3300013125_85,anaerobe
3300029485_8,anaerobe
3300017548_15,aerobe
3300029851_27,anaerobe
3300029337_26,anaerobe
3300020429_13,aerobe
3300011777_4,anaerobe
3300027126_2,aerobe
3300027051_29,anaerobe
3300029503_21,anaerobe
3300027195_2,facultative
3300008147_15,anaerobe
3300013192_1,aerobe
3300020730_4,anaerobe
3300007787_5,anaerobe
3300027607_27,aerobe
3300014096_5,anaerobe
3300011925_10,anaerobe
