,prediction
6507,anaerobe
6508,anaerobe
6509,aerobe
6510,anaerobe
6511,anaerobe
6512,anaerobe
6513,aerobe
6514,anaerobe
6515,aerobe
6516,anaerobe
6517,anaerobe
6518,anaerobe
6519,aerobe
6520,anaerobe
6521,anaerobe
6522,anaerobe
6523,anaerobe
6524,anaerobe
6525,anaerobe
6526,anaerobe
6527,anaerobe
6528,anaerobe
6529,anaerobe
6530,anaerobe
6531,aerobe
6532,aerobe
6533,anaerobe
6534,facultative
6535,anaerobe
6536,aerobe
6537,anaerobe
6538,anaerobe
6539,anaerobe
6540,anaerobe
6541,anaerobe
6542,anaerobe
6543,aerobe
6544,anaerobe
6545,aerobe
6546,aerobe
6547,aerobe
6548,anaerobe
6549,aerobe
6550,aerobe
6551,anaerobe
6552,aerobe
6553,anaerobe
6554,anaerobe
6555,anaerobe
6556,aerobe
6557,facultative
6558,anaerobe
6559,aerobe
6560,anaerobe
6561,anaerobe
6562,aerobe
6563,anaerobe
6564,aerobe
6565,aerobe
6566,anaerobe
6567,aerobe
6568,anaerobe
6569,aerobe
6570,anaerobe
6571,aerobe
6572,anaerobe
6573,anaerobe
6574,aerobe
6575,aerobe
6576,anaerobe
6577,aerobe
6578,anaerobe
6579,aerobe
6580,anaerobe
6581,anaerobe
6582,aerobe
6583,anaerobe
6584,anaerobe
6585,aerobe
6586,anaerobe
6587,anaerobe
6588,anaerobe
6589,aerobe
6590,aerobe
6591,facultative
6592,anaerobe
6593,anaerobe
6594,anaerobe
6595,facultative
6596,aerobe
6597,aerobe
6598,anaerobe
6599,anaerobe
6600,anaerobe
6601,aerobe
6602,anaerobe
6603,aerobe
6604,anaerobe
6605,anaerobe
6606,aerobe
6607,aerobe
6608,anaerobe
6609,anaerobe
6610,anaerobe
6611,anaerobe
6612,anaerobe
6613,anaerobe
6614,aerobe
6615,aerobe
6616,aerobe
6617,anaerobe
6618,anaerobe
6619,aerobe
6620,anaerobe
6621,aerobe
6622,aerobe
6623,aerobe
6624,anaerobe
6625,anaerobe
6626,anaerobe
6627,anaerobe
6628,anaerobe
6629,aerobe
6630,anaerobe
6631,anaerobe
6632,anaerobe
6633,facultative
6634,anaerobe
6635,anaerobe
6636,anaerobe
6637,anaerobe
6638,aerobe
6639,anaerobe
6640,aerobe
6641,aerobe
6642,aerobe
6643,aerobe
6644,anaerobe
6645,facultative
6646,aerobe
6647,aerobe
6648,aerobe
6649,aerobe
6650,anaerobe
6651,anaerobe
6652,anaerobe
6653,anaerobe
6654,aerobe
6655,anaerobe
6656,anaerobe
6657,aerobe
6658,anaerobe
6659,anaerobe
6660,aerobe
6661,anaerobe
6662,aerobe
6663,aerobe
6664,aerobe
6665,anaerobe
6666,aerobe
6667,anaerobe
6668,anaerobe
6669,anaerobe
6670,anaerobe
6671,aerobe
6672,aerobe
6673,facultative
6674,anaerobe
6675,anaerobe
6676,anaerobe
6677,anaerobe
6678,aerobe
6679,aerobe
6680,anaerobe
6681,anaerobe
6682,anaerobe
6683,aerobe
6684,anaerobe
6685,anaerobe
6686,anaerobe
6687,anaerobe
6688,anaerobe
6689,aerobe
6690,aerobe
6691,anaerobe
6692,anaerobe
6693,anaerobe
6694,aerobe
6695,anaerobe
6696,anaerobe
6697,anaerobe
6698,aerobe
6699,aerobe
6700,aerobe
6701,aerobe
6702,anaerobe
6703,aerobe
6704,aerobe
6705,aerobe
6706,anaerobe
6707,anaerobe
6708,aerobe
6709,aerobe
6710,aerobe
6711,anaerobe
6712,anaerobe
6713,anaerobe
6714,anaerobe
6715,aerobe
6716,anaerobe
6717,anaerobe
6718,aerobe
6719,aerobe
6720,aerobe
6721,anaerobe
6722,anaerobe
6723,anaerobe
6724,anaerobe
6725,anaerobe
6726,anaerobe
6727,anaerobe
6728,aerobe
6729,anaerobe
6730,facultative
6731,anaerobe
6732,anaerobe
6733,facultative
6734,anaerobe
6735,anaerobe
6736,aerobe
6737,aerobe
6738,aerobe
6739,aerobe
6740,aerobe
6741,aerobe
6742,aerobe
6743,aerobe
6744,anaerobe
6745,anaerobe
6746,aerobe
6747,anaerobe
6748,aerobe
6749,anaerobe
6750,anaerobe
6751,aerobe
6752,anaerobe
6753,aerobe
6754,anaerobe
6755,aerobe
6756,aerobe
6757,aerobe
6758,anaerobe
6759,anaerobe
6760,anaerobe
6761,anaerobe
6762,aerobe
6763,anaerobe
6764,aerobe
6765,anaerobe
6766,aerobe
6767,aerobe
6768,aerobe
6769,aerobe
6770,aerobe
6771,anaerobe
6772,aerobe
6773,anaerobe
6774,anaerobe
6775,anaerobe
6776,aerobe
6777,anaerobe
6778,anaerobe
6779,anaerobe
6780,anaerobe
6781,anaerobe
6782,anaerobe
6783,anaerobe
6784,anaerobe
6785,aerobe
6786,anaerobe
6787,aerobe
6788,aerobe
6789,aerobe
6790,anaerobe
6791,anaerobe
6792,anaerobe
6793,anaerobe
6794,aerobe
6795,anaerobe
6796,aerobe
6797,anaerobe
6798,facultative
6799,anaerobe
6800,aerobe
6801,anaerobe
6802,anaerobe
6803,anaerobe
6804,anaerobe
6805,aerobe
6806,anaerobe
6807,anaerobe
6808,anaerobe
6809,anaerobe
6810,aerobe
6811,aerobe
6812,aerobe
6813,anaerobe
6814,anaerobe
6815,anaerobe
6816,aerobe
6817,anaerobe
6818,anaerobe
6819,aerobe
6820,aerobe
6821,anaerobe
6822,aerobe
6823,anaerobe
6824,anaerobe
6825,anaerobe
6826,facultative
6827,anaerobe
6828,anaerobe
6829,aerobe
6830,anaerobe
6831,aerobe
6832,anaerobe
6833,aerobe
6834,aerobe
6835,facultative
6836,aerobe
6837,aerobe
6838,anaerobe
6839,anaerobe
6840,anaerobe
6841,anaerobe
6842,aerobe
6843,anaerobe
6844,aerobe
6845,aerobe
6846,aerobe
6847,aerobe
6848,aerobe
6849,aerobe
6850,anaerobe
6851,aerobe
6852,anaerobe
6853,aerobe
6854,aerobe
6855,anaerobe
6856,anaerobe
6857,anaerobe
6858,anaerobe
6859,anaerobe
6860,anaerobe
6861,anaerobe
6862,facultative
6863,aerobe
6864,anaerobe
6865,anaerobe
6866,aerobe
6867,anaerobe
6868,anaerobe
6869,anaerobe
6870,aerobe
6871,anaerobe
6872,anaerobe
6873,aerobe
6874,anaerobe
6875,anaerobe
6876,anaerobe
6877,aerobe
6878,anaerobe
6879,anaerobe
6880,anaerobe
6881,anaerobe
6882,facultative
6883,aerobe
6884,anaerobe
6885,anaerobe
6886,aerobe
6887,aerobe
6888,anaerobe
6889,anaerobe
6890,anaerobe
6891,aerobe
6892,aerobe
6893,anaerobe
6894,aerobe
6895,aerobe
6896,anaerobe
6897,aerobe
6898,anaerobe
6899,aerobe
6900,anaerobe
6901,aerobe
6902,anaerobe
6903,aerobe
6904,aerobe
6905,anaerobe
6906,aerobe
6907,anaerobe
6908,aerobe
6909,aerobe
6910,anaerobe
6911,anaerobe
6912,aerobe
6913,anaerobe
6914,anaerobe
6915,anaerobe
6916,facultative
6917,aerobe
6918,anaerobe
6919,aerobe
6920,anaerobe
6921,anaerobe
6922,anaerobe
6923,anaerobe
6924,anaerobe
6925,aerobe
6926,anaerobe
6927,anaerobe
6928,anaerobe
6929,anaerobe
6930,anaerobe
6931,aerobe
6932,aerobe
6933,anaerobe
6934,anaerobe
6935,aerobe
6936,anaerobe
6937,facultative
6938,aerobe
6939,anaerobe
6940,anaerobe
6941,anaerobe
6942,anaerobe
6943,aerobe
6944,aerobe
6945,anaerobe
6946,aerobe
6947,aerobe
6948,anaerobe
6949,anaerobe
6950,anaerobe
6951,anaerobe
6952,anaerobe
6953,aerobe
6954,anaerobe
6955,anaerobe
6956,anaerobe
6957,anaerobe
6958,aerobe
6959,anaerobe
6960,facultative
6961,aerobe
6962,anaerobe
6963,anaerobe
6964,anaerobe
6965,anaerobe
6966,anaerobe
6967,anaerobe
6968,facultative
6969,anaerobe
6970,aerobe
6971,aerobe
6972,aerobe
6973,aerobe
6974,aerobe
6975,anaerobe
6976,aerobe
6977,facultative
6978,anaerobe
6979,anaerobe
6980,anaerobe
6981,anaerobe
6982,anaerobe
6983,anaerobe
6984,anaerobe
6985,anaerobe
6986,anaerobe
6987,anaerobe
6988,anaerobe
6989,anaerobe
6990,aerobe
6991,aerobe
6992,aerobe
6993,aerobe
6994,anaerobe
6995,anaerobe
6996,anaerobe
6997,anaerobe
6998,aerobe
6999,aerobe
7000,aerobe
7001,aerobe
7002,aerobe
7003,anaerobe
7004,anaerobe
7005,aerobe
7006,anaerobe
7007,aerobe
7008,anaerobe
7009,facultative
7010,aerobe
7011,aerobe
7012,anaerobe
7013,aerobe
7014,aerobe
7015,aerobe
7016,anaerobe
7017,anaerobe
7018,aerobe
7019,aerobe
7020,aerobe
7021,anaerobe
7022,anaerobe
7023,aerobe
7024,anaerobe
7025,anaerobe
7026,anaerobe
7027,aerobe
7028,anaerobe
7029,anaerobe
7030,aerobe
7031,aerobe
7032,anaerobe
7033,anaerobe
7034,anaerobe
7035,anaerobe
7036,aerobe
7037,aerobe
7038,anaerobe
7039,aerobe
7040,anaerobe
7041,aerobe
7042,anaerobe
7043,anaerobe
7044,aerobe
7045,anaerobe
7046,aerobe
7047,anaerobe
7048,anaerobe
7049,aerobe
7050,aerobe
7051,aerobe
7052,aerobe
7053,aerobe
7054,facultative
7055,aerobe
7056,anaerobe
7057,aerobe
7058,anaerobe
7059,aerobe
7060,anaerobe
7061,anaerobe
7062,aerobe
7063,aerobe
7064,anaerobe
7065,anaerobe
7066,anaerobe
7067,anaerobe
7068,anaerobe
7069,anaerobe
7070,anaerobe
7071,anaerobe
7072,anaerobe
7073,anaerobe
7074,aerobe
7075,anaerobe
7076,anaerobe
7077,anaerobe
7078,anaerobe
7079,aerobe
7080,anaerobe
7081,anaerobe
7082,aerobe
7083,anaerobe
7084,aerobe
7085,anaerobe
7086,anaerobe
7087,anaerobe
7088,anaerobe
7089,aerobe
7090,anaerobe
7091,anaerobe
7092,anaerobe
7093,aerobe
7094,anaerobe
7095,aerobe
7096,aerobe
7097,aerobe
7098,anaerobe
7099,aerobe
7100,aerobe
7101,anaerobe
7102,anaerobe
7103,aerobe
7104,anaerobe
7105,aerobe
7106,aerobe
7107,aerobe
7108,aerobe
7109,anaerobe
7110,aerobe
7111,anaerobe
7112,anaerobe
7113,aerobe
7114,anaerobe
7115,aerobe
7116,anaerobe
7117,aerobe
7118,aerobe
7119,anaerobe
7120,anaerobe
7121,anaerobe
7122,anaerobe
7123,aerobe
7124,anaerobe
7125,anaerobe
7126,anaerobe
7127,anaerobe
7128,aerobe
7129,anaerobe
7130,anaerobe
7131,anaerobe
7132,anaerobe
7133,anaerobe
7134,aerobe
7135,anaerobe
7136,anaerobe
7137,aerobe
7138,anaerobe
7139,aerobe
7140,anaerobe
7141,anaerobe
7142,anaerobe
7143,anaerobe
7144,anaerobe
7145,aerobe
7146,anaerobe
7147,aerobe
7148,aerobe
7149,anaerobe
7150,facultative
7151,anaerobe
7152,aerobe
7153,aerobe
7154,anaerobe
7155,anaerobe
7156,aerobe
7157,anaerobe
7158,anaerobe
7159,aerobe
7160,anaerobe
7161,aerobe
7162,anaerobe
7163,aerobe
7164,anaerobe
7165,facultative
7166,aerobe
7167,anaerobe
7168,anaerobe
7169,aerobe
7170,anaerobe
7171,aerobe
7172,aerobe
7173,facultative
7174,aerobe
7175,aerobe
7176,anaerobe
7177,aerobe
7178,anaerobe
7179,aerobe
7180,anaerobe
7181,anaerobe
7182,aerobe
7183,anaerobe
7184,aerobe
7185,aerobe
7186,aerobe
7187,anaerobe
7188,aerobe
7189,anaerobe
7190,anaerobe
7191,aerobe
7192,anaerobe
7193,anaerobe
7194,anaerobe
7195,anaerobe
7196,anaerobe
7197,anaerobe
7198,anaerobe
7199,anaerobe
7200,anaerobe
7201,anaerobe
7202,anaerobe
7203,aerobe
7204,aerobe
7205,aerobe
7206,anaerobe
7207,aerobe
7208,anaerobe
7209,anaerobe
7210,anaerobe
7211,aerobe
7212,anaerobe
7213,aerobe
7214,anaerobe
7215,aerobe
7216,anaerobe
7217,aerobe
7218,anaerobe
7219,facultative
7220,aerobe
7221,facultative
7222,anaerobe
7223,anaerobe
7224,anaerobe
7225,anaerobe
7226,anaerobe
7227,aerobe
7228,facultative
7229,aerobe
7230,aerobe
7231,aerobe
7232,aerobe
7233,aerobe
7234,anaerobe
7235,aerobe
7236,aerobe
7237,aerobe
7238,anaerobe
7239,aerobe
7240,anaerobe
7241,anaerobe
7242,anaerobe
7243,anaerobe
7244,anaerobe
7245,aerobe
7246,aerobe
7247,aerobe
7248,anaerobe
7249,aerobe
7250,anaerobe
7251,anaerobe
7252,anaerobe
7253,aerobe
7254,anaerobe
7255,anaerobe
7256,aerobe
7257,anaerobe
7258,anaerobe
7259,anaerobe
7260,anaerobe
7261,anaerobe
7262,anaerobe
7263,aerobe
7264,anaerobe
7265,anaerobe
7266,aerobe
7267,anaerobe
7268,anaerobe
7269,aerobe
7270,aerobe
7271,aerobe
7272,aerobe
7273,anaerobe
7274,anaerobe
7275,anaerobe
7276,aerobe
7277,anaerobe
7278,aerobe
7279,anaerobe
7280,aerobe
7281,anaerobe
7282,anaerobe
7283,anaerobe
7284,anaerobe
7285,anaerobe
7286,anaerobe
7287,aerobe
7288,aerobe
7289,anaerobe
7290,aerobe
7291,anaerobe
7292,aerobe
7293,aerobe
7294,anaerobe
7295,anaerobe
7296,anaerobe
7297,anaerobe
7298,anaerobe
7299,aerobe
7300,aerobe
7301,anaerobe
7302,facultative
7303,aerobe
7304,anaerobe
7305,anaerobe
7306,anaerobe
7307,anaerobe
7308,anaerobe
7309,anaerobe
7310,anaerobe
7311,anaerobe
7312,aerobe
7313,facultative
7314,anaerobe
7315,anaerobe
7316,aerobe
7317,aerobe
7318,aerobe
7319,aerobe
7320,anaerobe
7321,aerobe
7322,aerobe
7323,anaerobe
7324,anaerobe
7325,anaerobe
7326,anaerobe
7327,anaerobe
7328,anaerobe
7329,aerobe
7330,anaerobe
7331,anaerobe
7332,facultative
7333,anaerobe
7334,anaerobe
7335,aerobe
7336,anaerobe
7337,facultative
7338,anaerobe
7339,anaerobe
7340,anaerobe
7341,facultative
7342,anaerobe
7343,anaerobe
7344,aerobe
7345,aerobe
7346,aerobe
7347,anaerobe
7348,aerobe
7349,aerobe
7350,anaerobe
7351,aerobe
7352,aerobe
7353,anaerobe
7354,aerobe
7355,aerobe
7356,aerobe
7357,anaerobe
7358,anaerobe
7359,anaerobe
7360,anaerobe
7361,aerobe
7362,aerobe
7363,aerobe
7364,anaerobe
7365,facultative
7366,anaerobe
7367,aerobe
7368,anaerobe
7369,aerobe
7370,aerobe
7371,aerobe
7372,aerobe
7373,aerobe
7374,aerobe
7375,anaerobe
7376,anaerobe
7377,aerobe
7378,facultative
7379,anaerobe
7380,anaerobe
7381,anaerobe
7382,anaerobe
7383,anaerobe
7384,anaerobe
7385,anaerobe
7386,anaerobe
7387,anaerobe
7388,anaerobe
7389,anaerobe
7390,anaerobe
7391,anaerobe
7392,anaerobe
7393,aerobe
7394,anaerobe
7395,anaerobe
7396,aerobe
7397,aerobe
7398,anaerobe
7399,anaerobe
7400,anaerobe
7401,anaerobe
7402,anaerobe
7403,aerobe
7404,anaerobe
7405,anaerobe
7406,aerobe
7407,anaerobe
7408,anaerobe
7409,aerobe
7410,anaerobe
7411,aerobe
7412,aerobe
7413,anaerobe
7414,anaerobe
7415,aerobe
7416,anaerobe
7417,aerobe
7418,anaerobe
7419,aerobe
7420,anaerobe
7421,anaerobe
7422,anaerobe
7423,anaerobe
7424,anaerobe
7425,anaerobe
7426,facultative
7427,anaerobe
7428,anaerobe
7429,aerobe
7430,aerobe
7431,anaerobe
7432,anaerobe
7433,anaerobe
7434,anaerobe
7435,aerobe
7436,anaerobe
7437,anaerobe
7438,anaerobe
7439,anaerobe
7440,aerobe
7441,anaerobe
7442,anaerobe
7443,aerobe
7444,aerobe
7445,aerobe
7446,aerobe
7447,aerobe
7448,aerobe
7449,aerobe
7450,anaerobe
7451,aerobe
7452,aerobe
7453,anaerobe
7454,anaerobe
7455,aerobe
7456,anaerobe
7457,anaerobe
7458,aerobe
7459,aerobe
7460,aerobe
7461,anaerobe
7462,anaerobe
7463,anaerobe
7464,anaerobe
7465,anaerobe
7466,aerobe
7467,aerobe
7468,anaerobe
7469,anaerobe
7470,anaerobe
7471,aerobe
7472,aerobe
7473,anaerobe
7474,aerobe
7475,facultative
7476,facultative
7477,aerobe
7478,anaerobe
7479,anaerobe
7480,anaerobe
7481,aerobe
7482,anaerobe
7483,aerobe
7484,aerobe
7485,anaerobe
7486,anaerobe
7487,facultative
7488,anaerobe
7489,aerobe
7490,anaerobe
7491,anaerobe
7492,anaerobe
7493,anaerobe
7494,aerobe
7495,anaerobe
7496,anaerobe
7497,anaerobe
7498,anaerobe
7499,anaerobe
7500,anaerobe
7501,aerobe
7502,anaerobe
7503,anaerobe
7504,aerobe
7505,aerobe
7506,aerobe
7507,facultative
7508,aerobe
7509,anaerobe
7510,aerobe
7511,anaerobe
7512,aerobe
7513,anaerobe
7514,anaerobe
7515,anaerobe
7516,anaerobe
7517,aerobe
7518,anaerobe
7519,aerobe
7520,aerobe
7521,anaerobe
7522,anaerobe
7523,anaerobe
7524,anaerobe
7525,anaerobe
7526,anaerobe
7527,anaerobe
7528,aerobe
7529,aerobe
7530,aerobe
7531,aerobe
7532,aerobe
7533,aerobe
7534,aerobe
7535,anaerobe
7536,anaerobe
7537,anaerobe
7538,anaerobe
7539,anaerobe
7540,aerobe
7541,aerobe
7542,anaerobe
7543,aerobe
7544,anaerobe
7545,anaerobe
7546,aerobe
7547,anaerobe
7548,anaerobe
7549,anaerobe
7550,anaerobe
7551,aerobe
7552,aerobe
7553,anaerobe
7554,aerobe
7555,anaerobe
7556,anaerobe
7557,anaerobe
7558,aerobe
7559,aerobe
7560,anaerobe
7561,aerobe
7562,aerobe
7563,aerobe
7564,aerobe
7565,anaerobe
7566,aerobe
7567,anaerobe
7568,aerobe
7569,anaerobe
7570,aerobe
7571,anaerobe
7572,aerobe
7573,aerobe
7574,anaerobe
7575,anaerobe
7576,anaerobe
7577,anaerobe
7578,aerobe
7579,aerobe
7580,aerobe
7581,anaerobe
7582,aerobe
7583,anaerobe
7584,aerobe
7585,anaerobe
7586,anaerobe
7587,anaerobe
7588,anaerobe
7589,anaerobe
7590,facultative
7591,aerobe
7592,anaerobe
7593,aerobe
7594,aerobe
7595,anaerobe
7596,aerobe
7597,aerobe
7598,aerobe
7599,anaerobe
7600,aerobe
7601,aerobe
7602,aerobe
7603,aerobe
7604,aerobe
7605,anaerobe
7606,anaerobe
7607,anaerobe
7608,aerobe
7609,aerobe
7610,anaerobe
7611,aerobe
7612,aerobe
7613,anaerobe
7614,anaerobe
7615,aerobe
7616,aerobe
7617,anaerobe
7618,aerobe
7619,anaerobe
7620,anaerobe
7621,aerobe
7622,aerobe
7623,anaerobe
7624,anaerobe
7625,aerobe
7626,anaerobe
7627,aerobe
7628,anaerobe
7629,anaerobe
7630,anaerobe
7631,anaerobe
7632,aerobe
7633,aerobe
7634,anaerobe
7635,anaerobe
7636,aerobe
7637,anaerobe
7638,aerobe
7639,anaerobe
7640,aerobe
7641,anaerobe
7642,anaerobe
7643,aerobe
7644,anaerobe
7645,anaerobe
7646,aerobe
7647,aerobe
7648,aerobe
7649,aerobe
7650,aerobe
7651,aerobe
7652,anaerobe
7653,aerobe
7654,anaerobe
7655,anaerobe
7656,anaerobe
7657,aerobe
7658,aerobe
7659,anaerobe
7660,anaerobe
7661,anaerobe
7662,aerobe
7663,anaerobe
7664,anaerobe
7665,aerobe
7666,anaerobe
7667,aerobe
7668,aerobe
7669,anaerobe
7670,anaerobe
7671,anaerobe
7672,aerobe
7673,anaerobe
7674,anaerobe
7675,anaerobe
7676,anaerobe
7677,anaerobe
7678,aerobe
7679,aerobe
7680,anaerobe
7681,anaerobe
7682,anaerobe
7683,aerobe
7684,aerobe
7685,anaerobe
7686,aerobe
7687,aerobe
7688,anaerobe
7689,anaerobe
7690,anaerobe
7691,aerobe
7692,aerobe
7693,aerobe
7694,anaerobe
7695,aerobe
7696,aerobe
7697,anaerobe
7698,anaerobe
7699,anaerobe
7700,anaerobe
7701,aerobe
7702,aerobe
7703,aerobe
7704,aerobe
7705,anaerobe
7706,aerobe
7707,anaerobe
7708,anaerobe
7709,anaerobe
7710,anaerobe
7711,anaerobe
7712,aerobe
7713,anaerobe
7714,anaerobe
7715,anaerobe
7716,anaerobe
7717,aerobe
7718,facultative
7719,facultative
7720,anaerobe
7721,aerobe
7722,aerobe
7723,aerobe
7724,aerobe
7725,aerobe
7726,aerobe
7727,anaerobe
7728,anaerobe
7729,aerobe
7730,aerobe
7731,aerobe
7732,anaerobe
7733,anaerobe
7734,anaerobe
7735,aerobe
7736,anaerobe
7737,anaerobe
7738,facultative
7739,anaerobe
7740,aerobe
7741,anaerobe
7742,anaerobe
7743,aerobe
7744,anaerobe
7745,aerobe
7746,aerobe
7747,anaerobe
7748,aerobe
7749,anaerobe
7750,aerobe
7751,aerobe
7752,aerobe
7753,aerobe
7754,anaerobe
7755,anaerobe
7756,aerobe
7757,aerobe
7758,aerobe
7759,aerobe
7760,aerobe
7761,anaerobe
7762,aerobe
7763,aerobe
7764,anaerobe
7765,aerobe
7766,aerobe
7767,aerobe
7768,aerobe
7769,aerobe
7770,anaerobe
7771,aerobe
7772,anaerobe
7773,aerobe
7774,facultative
7775,aerobe
7776,aerobe
7777,anaerobe
7778,aerobe
7779,anaerobe
7780,anaerobe
7781,aerobe
7782,anaerobe
7783,aerobe
7784,anaerobe
7785,facultative
7786,anaerobe
7787,aerobe
7788,anaerobe
7789,anaerobe
7790,anaerobe
7791,anaerobe
7792,anaerobe
7793,anaerobe
7794,anaerobe
7795,aerobe
7796,anaerobe
7797,anaerobe
7798,aerobe
7799,anaerobe
7800,anaerobe
7801,aerobe
7802,anaerobe
7803,anaerobe
7804,anaerobe
7805,aerobe
7806,anaerobe
7807,aerobe
7808,anaerobe
7809,anaerobe
7810,aerobe
7811,aerobe
7812,aerobe
7813,anaerobe
7814,facultative
7815,aerobe
7816,aerobe
7817,anaerobe
7818,anaerobe
7819,anaerobe
7820,anaerobe
7821,anaerobe
7822,facultative
7823,anaerobe
7824,anaerobe
7825,anaerobe
7826,anaerobe
7827,anaerobe
7828,aerobe
7829,anaerobe
7830,anaerobe
7831,anaerobe
7832,anaerobe
7833,anaerobe
7834,aerobe
7835,anaerobe
7836,anaerobe
7837,aerobe
7838,aerobe
7839,anaerobe
7840,aerobe
7841,anaerobe
7842,anaerobe
7843,anaerobe
7844,aerobe
7845,anaerobe
7846,aerobe
7847,aerobe
7848,facultative
7849,anaerobe
7850,aerobe
7851,anaerobe
7852,aerobe
7853,anaerobe
7854,aerobe
7855,anaerobe
7856,aerobe
7857,aerobe
7858,aerobe
7859,aerobe
7860,aerobe
7861,anaerobe
7862,facultative
7863,anaerobe
7864,aerobe
7865,anaerobe
7866,anaerobe
7867,anaerobe
7868,aerobe
7869,anaerobe
7870,anaerobe
7871,anaerobe
7872,anaerobe
7873,aerobe
7874,anaerobe
7875,aerobe
7876,aerobe
7877,anaerobe
7878,anaerobe
7879,aerobe
7880,anaerobe
7881,aerobe
7882,anaerobe
7883,aerobe
7884,aerobe
7885,aerobe
7886,anaerobe
7887,anaerobe
7888,anaerobe
7889,anaerobe
7890,aerobe
7891,anaerobe
7892,anaerobe
7893,anaerobe
7894,aerobe
7895,aerobe
7896,anaerobe
7897,anaerobe
7898,anaerobe
7899,anaerobe
7900,anaerobe
7901,aerobe
7902,aerobe
7903,aerobe
7904,facultative
7905,anaerobe
7906,aerobe
7907,anaerobe
7908,facultative
7909,aerobe
7910,aerobe
7911,facultative
7912,aerobe
7913,anaerobe
7914,anaerobe
7915,aerobe
7916,anaerobe
7917,anaerobe
7918,anaerobe
7919,aerobe
7920,facultative
7921,anaerobe
7922,anaerobe
7923,aerobe
7924,aerobe
7925,anaerobe
7926,facultative
7927,aerobe
7928,anaerobe
7929,anaerobe
7930,aerobe
7931,anaerobe
7932,anaerobe
7933,anaerobe
7934,aerobe
7935,anaerobe
7936,anaerobe
7937,aerobe
7938,aerobe
7939,anaerobe
7940,anaerobe
7941,aerobe
7942,anaerobe
7943,aerobe
7944,aerobe
7945,facultative
7946,anaerobe
7947,anaerobe
7948,anaerobe
7949,anaerobe
7950,anaerobe
7951,anaerobe
7952,aerobe
7953,anaerobe
7954,anaerobe
7955,anaerobe
7956,anaerobe
7957,facultative
7958,facultative
7959,anaerobe
7960,aerobe
7961,aerobe
7962,aerobe
7963,aerobe
7964,anaerobe
7965,aerobe
7966,anaerobe
7967,anaerobe
7968,aerobe
7969,aerobe
7970,aerobe
7971,anaerobe
7972,anaerobe
7973,anaerobe
7974,anaerobe
7975,anaerobe
7976,anaerobe
7977,aerobe
7978,anaerobe
7979,facultative
7980,aerobe
7981,aerobe
7982,anaerobe
7983,anaerobe
7984,anaerobe
7985,facultative
7986,anaerobe
7987,aerobe
7988,anaerobe
7989,anaerobe
7990,anaerobe
7991,aerobe
7992,anaerobe
7993,anaerobe
7994,anaerobe
7995,anaerobe
7996,anaerobe
7997,anaerobe
7998,aerobe
7999,anaerobe
8000,anaerobe
8001,aerobe
8002,aerobe
8003,anaerobe
8004,anaerobe
8005,anaerobe
8006,aerobe
8007,anaerobe
8008,anaerobe
8009,aerobe
8010,anaerobe
8011,aerobe
8012,anaerobe
8013,anaerobe
8014,anaerobe
8015,anaerobe
8016,anaerobe
8017,aerobe
8018,anaerobe
8019,anaerobe
8020,anaerobe
8021,facultative
8022,anaerobe
8023,anaerobe
8024,anaerobe
8025,anaerobe
8026,anaerobe
8027,anaerobe
8028,anaerobe
8029,anaerobe
8030,aerobe
8031,aerobe
8032,anaerobe
8033,aerobe
8034,aerobe
8035,aerobe
8036,aerobe
8037,anaerobe
8038,aerobe
8039,aerobe
8040,anaerobe
8041,aerobe
8042,anaerobe
8043,anaerobe
8044,anaerobe
8045,aerobe
8046,anaerobe
8047,aerobe
8048,aerobe
8049,anaerobe
8050,anaerobe
8051,aerobe
8052,aerobe
8053,aerobe
8054,anaerobe
8055,anaerobe
8056,aerobe
8057,anaerobe
8058,anaerobe
8059,aerobe
8060,anaerobe
8061,anaerobe
8062,aerobe
8063,anaerobe
8064,aerobe
8065,aerobe
8066,facultative
8067,anaerobe
8068,aerobe
8069,anaerobe
8070,anaerobe
8071,anaerobe
8072,anaerobe
8073,anaerobe
8074,anaerobe
8075,aerobe
8076,anaerobe
8077,anaerobe
8078,anaerobe
8079,anaerobe
8080,anaerobe
8081,anaerobe
8082,anaerobe
8083,aerobe
8084,aerobe
8085,anaerobe
8086,aerobe
8087,anaerobe
8088,anaerobe
8089,aerobe
8090,aerobe
8091,aerobe
8092,aerobe
8093,aerobe
8094,anaerobe
8095,anaerobe
8096,anaerobe
8097,aerobe
8098,anaerobe
8099,aerobe
8100,anaerobe
8101,anaerobe
8102,anaerobe
8103,aerobe
8104,anaerobe
8105,aerobe
8106,anaerobe
8107,anaerobe
8108,anaerobe
8109,anaerobe
8110,anaerobe
8111,anaerobe
8112,anaerobe
8113,anaerobe
8114,aerobe
8115,aerobe
8116,anaerobe
8117,anaerobe
8118,anaerobe
8119,aerobe
8120,aerobe
8121,aerobe
8122,anaerobe
8123,anaerobe
8124,anaerobe
8125,aerobe
8126,aerobe
8127,anaerobe
8128,aerobe
8129,aerobe
8130,anaerobe
8131,anaerobe
8132,anaerobe
8133,anaerobe
8134,anaerobe
8135,anaerobe
8136,aerobe
8137,anaerobe
8138,aerobe
8139,aerobe
8140,anaerobe
8141,anaerobe
8142,aerobe
8143,anaerobe
8144,anaerobe
8145,anaerobe
8146,anaerobe
